slug,title_en,title_ru,recovery_status,set_slugs
hungry-backpack,Hungry Backpack,Голодный рюкзак,full_page,clerical-errors
hungry-hungry-hippies,Hungry Hungry Hippies,Голодные хиппипотамы,full_page,sheep-impact
hurricane-breath,Hurricane Breath,Ураганное дыхание,full_page,the-narrow-s-cape
hurt-gms-brain,Hurt GM's Brain,Вынеси Мозг Мастеру,full_page,cheat-with-both-hands
hybrid-car,Hybrid Car,Гибридный автомобиль,full_page,sheep-impact
hydrant,Hydrant,Гидрантей,full_page,unnatural-axe
hydrogen-dragon,Hydrogen Dragon /,,full_page,munchkin-dragons
hypnotism,Hypnotism,Гипнотизм,full_page,super-munchkin
hypodermic-needle,Hypodermic Needle /,,full_page,the-unspeakable-vault
hyrkanian-bow,Hyrkanian Bow /,,full_page,munchkin-conan
i-am-not-worthy-of-this-honor…,I Am Not Worthy Of This Honor…,Я недостоин этой чести…,full_page,munchkin-cthulhu
i-am-your-father,I Am Your Father!,Я твой отец!,full_page,the-clown-wars
i-ching-powder,I-Ching Powder,,set_listing_only,monky-business
i-got-a-rock,I Got a Rock,Мне достался булыган!,full_page,de-ranged
i-saw-what-you-did-there,I Saw What You Did There,Я всё видел!,full_page,apocalypse|munchkin-apocalypse
i-toad-you-so,I Toad You So!,Ква-ква-зимодо,set_listing_only,munchkin-princesses
ia-rlyeh,Ia R'lyeh!,Я Р'лиэх!,full_page,munchkin-cthulhu
ice-cream-coney,Ice Cream Coney /,,full_page,munchkin-easter-eggs
ichor-liquor,Ichor Liquor,Спиртной гной,full_page,munchkin-cthulhu
ichor-picker,Ichor Picker,Уловитель гноя,full_page,munchkin-cthulhu
ichory-dickory-doc,Ichory Dickory Doc /,,full_page,call-of-cowthulhu
icicle,Icicle /,,full_page,munchkin-naughty-nice|naughty-nice
idol-powder,Idol Powder,Пудра Идола,full_page,munchkin-fu
ill-bred-ruffians,Ill-Bred Ruffians,Нахальные грубияны,full_page,munchkin-steampunk
ill-fated,Ill-Fated,Неудачник,full_page,munchkin-legends
illusion,Illusion,Морок,full_page,munchkin
illustrate-your-character,Illustrate Your Character,Нарисуй своего персонажа,full_page,clerical-errors
imaginary-flying-muskrats,Imaginary Flying Muskrats,Воображаемые летучие мускусные крысы,full_page,the-narrow-s-cape
imitate-bela-lugosi,Imitate Bela Lugosi,Подражай Беле Лугоши,full_page,munchkin-bites
imp,Imp,Бес,full_page,munchkin-bites
impending-doom,Impending DOOM!,Нависший рок!,full_page,half-horse-will-travel
impenetrable-gloves,Impenetrable Gloves,Непробиваемые перчатки,full_page,the-narrow-s-cape
impossible-leap,Impossible Leap,,set_listing_only,monky-business
impossible-negation-of-sanity,Impossible Negation of Sanity! /,,full_page,munchkin-conan
impressive-beard,Impressive Beard,Бронеборода,full_page,munchkin-legends
improbable-infinity-engine,Improbable Infinity Engine /,,full_page,space-ships
improved-model,Improved Model,Улучшенная модель,full_page,munchkin-steampunk
improvised-weapon,Improvised Weapon,Набезрыбное оружие,full_page,apocalypse|munchkin-apocalypse
in-a-black-helicopter,In A Black Helicopter /,,full_page,munchkin-impossible
in-a-million-year-sleep,In A Million-Year Sleep,Заснувший на миллион лет,full_page,munchkin-cthulhu
in-laws,In-Laws /,,full_page,the-good-the-bad-and-the-munchkin
in-space-no-one-can-hear-you-cheat,"In Space, No One Can Hear You Cheat","В космосе никто не услышит, как ты читишь",full_page,the-clown-wars
incendiary-ammo,Incendiary Ammo /,,full_page,munchkin-impossible
inch-wyrm,Inch Wyrm /,,full_page,dragons-trike
income-tax,Income Tax,Подоходный налог,full_page,munchkin
incomprehension,Incomprehension /,,full_page,pants-macabre
incredibly-huge-reward,Incredibly Huge Reward,Невероятно большая награда,full_page,super-munchkin
indescribably-horrible,Indescribably Horrible,Неописуемо ужасный,full_page,munchkin-cthulhu
india-rubber-bowler,India-Rubber Bowler,Резиновый котелок,full_page,munchkin-steampunk
indian,Indian /,,full_page,the-good-the-bad-and-the-munchkin
indie-band,Indie Band,Инди-групп а,full_page,munchkin-hipsters
inept,Inept,Дилетант,full_page,half-horse-will-travel
inferior-boots,Inferior Boots /,,full_page,munchkin-penny-arcade|penny-arcade
infernal-engine,Infernal Engine,Шайтан-машина,full_page,munchkin-steampunk
inflatable,Inflatable,Надувной,full_page,de-ranged
inflatable-munchkin,Inflatable Munchkin,Надувной Манчкин,full_page,cheat-with-both-hands
inform-ant,Inform-Ant /,,full_page,munchkin-impossible
inform-local-authorities,Inform Local Authorities,Извести местные власти,full_page,munchkin-cthulhu
infrared-goggles,Infrared Goggles,Инфракрасные очки,full_page,apocalypse|munchkin-apocalypse
infrasonic-triangulation,Infrasonic Triangulation,Инфразвуковая триангуляция,set_listing_only,munchkin-steampunk
inhale-healthful-modern-vapours,"Inhale Healthful, Modern Vapours",Вдохни здоровый качественный смог,full_page,munchkin-steampunk
inhuman-moan,Inhuman Moan /,,full_page,the-unspeakable-vault
injured-doing-dumb-stunt,Injured Doing Dumb Stunt,,set_listing_only,monky-business
innsmouth-yellow-pages,Innsmouth Yellow Pages,Жёлтые страницы Иннсмута,full_page,munchkin-cthulhu
insane,Insane,Безумный,full_page,the-clown-wars
insane-monolog,Insane Monolog,Безумный монолог,full_page,the-narrow-s-cape
insane-obsession,Insane Obsession,Безумная одержимость,full_page,super-munchkin
inscrutable-paper-bag,Inscrutable Paper Bag,Непроницаемый бумажный пакет,full_page,the-narrow-s-cape
inspiritment,Inspiritment /,,full_page,pants-macabre
instant-wall,Instant Wall,Стенка-мгновенка,full_page,munchkin
insurance-salesman,Insurance Salesman,Страховой агент,full_page,munchkin
intelligent,Intelligent,Умудрённый,full_page,munchkin
interpretive-dance-monolog,Interpretive Dance Monolog,Монолог на языке танца,full_page,the-narrow-s-cape
interro-gator,Interro-Gator /,,full_page,munchkin-impossible
interrogation-training,Interrogation Training /,,full_page,munchkin-impossible
interviewed-for-evening-news,Interviewed for Evening News,Засветись в вечерних новостях,full_page,munchkin-cthulhu
into-the-drink,Into the Drink!,Момент - и в море!,full_page,munchkin-booty
invasive-species,Invasive Species,Захватнические особи,full_page,apocalypse|munchkin-apocalypse
investigator,Investigator,Сыщик,full_page,call-of-cowthulhu|munchkin-cthulhu|the-unspeakable-vault
investment-banker,Investment Banker,Инвеститор,full_page,apocalypse|munchkin-apocalypse
invisibility,Invisibility,Невидимость,full_page,super-munchkin
invisibility-potion,Invisibility Potion,Зелье Невидимости,full_page,munchkin
invisible,Invisible /,,full_page,monster-enhancers
invisible-box,Invisible Box,Невидимый ящик,full_page,the-narrow-s-cape
invisible-hand,Invisible Hand,Невидимая рука,full_page,the-narrow-s-cape
invisible-helmet,Invisible Helmet,Шлем-невидимка,full_page,de-ranged
invisible-invisible-invisible,Invisible Invisible Invisible,Тройная невидимость,full_page,munchkin-bites
invisible-terror,Invisible Terror,Незримый ужас,full_page,super-munchkin
invisible-walkie-talkie,Invisible Walkie Talkie /,,full_page,axe-cop|munchkin-axe-cop
invisible-zeppelin-gang,Invisible Zeppelin Gang,Банда на невидимом цеппелине,full_page,munchkin-steampunk
invoke-obscure-rules,Invoke Obscure Rules,Воспользуйся неизвестным правилом,full_page,munchkin
iron-hand-kung-fu,Iron Hand Kung Fu,Кунг-Фу Железной Руки,full_page,munchkin-fu
iron-rations,Iron Rations,Железная пайка,full_page,de-ranged
iron-spider-cannon,Iron Spider Cannon /,,full_page,axe-cop|munchkin-axe-cop
iron-will,Iron Will,Железный Волька,full_page,the-narrow-s-cape
irs-agents,IRS Agents,Агенты налоговой службы,full_page,super-munchkin
it-was-right-here…,It Was Right Here…,Куда ж оно запропастилось?,full_page,munchkin-legends
itching-powder,Itching Powder,Чесоточный порошок,full_page,unnatural-axe
itsy-bitsy,Itsy-Bitsy /,,full_page,call-of-cowthulhu
itsy-bitsy-spider,Itsy Bitsy Spider,Паучок-плюгавчик,full_page,the-need-for-steed
jabberwock,Jabberwock,Бармаглот,full_page,unnatural-axe
jack-o-lanterns,Jack o' Lanterns,,set_listing_only,munchkin-tricky-treats
jack-tar,Jack Tar /,,full_page,jump-the-shark
jackalope,Jackalope /,,full_page,the-good-the-bad-and-the-munchkin
jackass,Jackass /,,full_page,the-good-the-bad-and-the-munchkin
jacob’s-ladder,Jacob’s Ladder,Лестница Иакова,full_page,munchkin-steampunk
jade-plaque-armor,Jade Plaque Armor,Пластинчатые Нефритовые Доспехи,full_page,munchkin-fu
james-bomb,James Bomb /,,full_page,munchkin-impossible
janibot,JaniBot,Уборобот,full_page,star-munchkin
janitor,Janitor,Уборщик,full_page,munchkin-zombies
japanese-restaurant,Japanese Restaurant /,,full_page,munchkin-impossible
jar-of-salsa,Jar of Salsa,Термоядерный соус,full_page,sheep-impact
jean-la-foot,Jean La Foot /,,full_page,jump-the-shark
jellyfish,Jellyfish,Медуза,full_page,munchkin-booty
jersey-devil,Jersey Devil,Дьявол из Джерси,full_page,munchkin-legends
jet-backpack,Jet Backpack /,,full_page,munchkin-impossible
jet-ski,Jet Ski /,,full_page,fish-ships
jetpack,Jetpack,Реактивный ранец,set_listing_only,munchkin-steampunk
jetsam,Jetsam /,,full_page,jump-the-shark
jeweled-breastplate,Jeweled Breastplate /,,full_page,munchkin-conan
jockey,Jockey,Жокей,full_page,half-horse-will-travel
joes-discount-dungeon,Joe's Discount Dungeon,Подземелье Уценённых Уровней,full_page,demented-dungeon|demented-dungeons
joggoth,Joggoth,Бегигот,full_page,munchkin-cthulhu
jogira,Jogira,Трусцыра,full_page,munchkin-fu
johnny-zucchiniseed,Johnny Zucchiniseed,Джонни Кабачковое Зёрнышко,full_page,munchkin-legends
join-super-team,Join Super-Team,Вступи в суперкоманду,full_page,the-narrow-s-cape
jolly-old,Jolly Old /,,full_page,waiting-for-santa
jollyboat,Jollyboat,Шлюп-хлюп,full_page,munchkin-booty
joy-buzzer,Joy Buzzer,Розззыгрыжжж,full_page,clerical-errors
judge-fredd,Judge Fredd,Судья Фредд,full_page,unnatural-axe
judge-lynch,Judge Lynch /,,full_page,the-good-the-bad-and-the-munchkin
judge-roy-bean,Judge Roy Bean /,,full_page,beating-a-dead-horse
jump-the-shark,Jump the Shark /,,full_page,jump-the-shark
jumping-spider,Jumping Spider,"Паук ""Чёрная ВДВа""",full_page,munchkin-bites
jumpin’-gemini,Jumpin’ Gemini,Скачущий близнец,full_page,munchkin-legends
jungle-dragon,Jungle Dragon /,,full_page,munchkin-conan
junk-mail,Junk Mail,Барахлаты,full_page,de-ranged
just-another-snake-cult,Just Another Snake Cult /,,full_page,munchkin-conan
justice-pie,Justice Pie /,,full_page,munchkin-skullkickers|skullkickers
kabuki-mask,Kabuki Mask,,set_listing_only,monky-business
kali,Kali,Калли,full_page,clerical-errors
kamikaze-headband,Kamikaze Headband,Повязка Камикадзе,full_page,munchkin-fu
kamikaze-kobolds,Kamikaze Kobolds,Кобольды-камикадзе,full_page,clerical-errors
kappa,Kappa,,set_listing_only,monky-business
karaoke-night,Karaoke Night,,set_listing_only,monky-business
karate-squid,Karate Squid,Кальмалыш-Каратека,full_page,munchkin-fu
karate-training,Karate Training /,,full_page,munchkin-impossible
katrina,Katrina,Катрина,full_page,the-need-for-steed
keelhauled,Keelhauled!,Протянись под килем!,full_page,munchkin-booty
keep-beating-a-dead-horse,Keep Beating a Dead Horse /,,full_page,beating-a-dead-horse
keshani-stabbing-spear,Keshani Stabbing Spear /,,full_page,munchkin-conan
ketchup-gas,Ketchup Gas,Кетчупный газ,full_page,sheep-impact
kevlar-bikini,Kevlar Bikini /,,full_page,munchkin-impossible
khalar-zym,Khalar Zym /,,full_page,conan-the-barbarian
khitan-staff,Khitan Staff /,,full_page,munchkin-conan
khorajan-helm,Khorajan Helm /,,full_page,munchkin-conan
khorn-roze,K'horn-Roze /,,full_page,call-of-cowthulhu
kick-ass-zombie,Kick-Ass Zombie,Всесильный зомби,full_page,armed-and-dangerous
kick-em-while-theyre-down,Kick 'Em While They're Down /,,full_page,munchkin-skullkickers|skullkickers
kick-yourself-in-the-ass,Kick Yourself In The Ass /,,full_page,munchkin-skullkickers|skullkickers
kicker-ichor,Kicker Ichor,Обувной гной,full_page,munchkin-cthulhu
kid,Kid,Школота,full_page,apocalypse|munchkin-apocalypse|sheep-impact
kid-eating-snow-man,Kid-Eating Snow Man /,,full_page,axe-cop|munchkin-axe-cop
kid-sister,Kid Sister,Сестрёнка,full_page,the-clown-wars
kidnap-nuclear-scientist,Kidnap Nuclear Scientist /,,full_page,munchkin-impossible
kidnapped-your-aunt-marge,Kidnapped Your Aunt Marge,Тётя маня в заложниках!,full_page,super-munchkin
kidnapped-your-so,Kidnapped Your S.O.,Похищенная помощница,full_page,the-narrow-s-cape
kill-a-hireling,Kill a Hireling,Пришей наёмничка,full_page,the-need-for-steed
kill-a-steed,Kill a Steed,Прибей скакуна,full_page,the-need-for-steed
kill-some-nazis,Kill Some Nazis,Бей фашистов,full_page,the-need-for-steed
kill-the-conversation,Kill The Conversation,Оборви трёп,full_page,de-ranged
kill-the-hireling-fu,Kill the Hireling (Fu),Расчёт Наёмника,full_page,munchkin-fu
kill-the-hireling-m1,Kill the Hireling (M1),Пришей наёмничка,full_page,munchkin
killer-jalapeno,Killer Jalapeno /,,full_page,the-good-the-bad-and-the-munchkin
killer-penguins,Killer Penguins,Пингвины-убийцы,full_page,the-clown-wars
king-cobra,King Cobra,Король-Кобр,full_page,munchkin-fu
king-evilfatsozon,King Evilfatsozon /,,full_page,axe-cop|munchkin-axe-cop
king-of-all-bad-guys,King Of All Bad Guys /,,full_page,axe-cop|munchkin-axe-cop
king-tut,King Tut,Царь Тут,full_page,munchkin
kiss-of-barbatos,Kiss of Barbatos,Поцелуй Барбатоса,set_listing_only,munchkin-pathfinder
kissed-talking-frog,Kissed Talking Frog,Поцелуй говорящей лягушки,full_page,the-narrow-s-cape
kitchen-sink,Kitchen Sink,Кухонная мойка,full_page,munchkin-cthulhu
kitchen-sink-0,Kitchen Sink,Кухонная мойка,full_page,the-narrow-s-cape
kitten-caboodle,Kitten Caboodle,Толпа котиков,full_page,munchkin-kittens
kitten-mittens,Kitten Mittens,Котявые варежки,full_page,munchkin-kittens
kitten-whiskers,Kitten Whiskers,Котята-поварята,full_page,munchkin-kittens
klaatu-barada-necktie,Klaatu Barada Necktie,Глаастук Барада Никто,full_page,the-clown-wars
kn-yan,K'n-Yan /,,full_page,crazed-caverns
kneepads-of-allure,Kneepads of Allure,Наколенники Развода,full_page,munchkin
knife-training,Knife Training /,,full_page,munchkin-impossible
knight-cap,Knight Cap,Вязаный шлем,full_page,munchkin-knights
knight-crawler,Knight Crawler,Валет червей,full_page,munchkin-knights
knight-light,Knight Light,Свет рыцарства,full_page,unnatural-axe
knight-mare,Knight Mare,Бронепони,full_page,half-horse-will-travel
knight-of-the-living-dead,Knight of the Living Dead,Ночальник живых мертвецов,full_page,the-need-for-steed
knight-owl,Knight Owl,Соварный рыцарь,full_page,de-ranged
knight-stand,Knight Stand,Сервантес,full_page,munchkin-knights
knight-sweats,Knight Sweats,Рыцарская пижама,full_page,munchkin-knights
knight-train,Knight Train,Бронепоезд «Ласточка»,full_page,munchkin-knights
knight-watch,Knight Watch,Циферблатник,full_page,munchkin-knights
knit-cap,Knit Cap,Вязаная шапочка,full_page,munchkin-hipsters
kong-fu,Kong Fu,,set_listing_only,monky-business
kraken,Kraken,Кракен,full_page,munchkin-legends
krampus,Krampus /,,full_page,waiting-for-santa
krewe-of-the-dead,Krewe of the Dead /,,full_page,hideous-hideouts
kung-fu-aliens,Kung Fu Aliens,Ино-Кунг-Фу-тяне,full_page,munchkin-fu
kung-fu-grope,Kung Fu Grope,Кунг-Фу-Хват,full_page,munchkin-fu
kushite,Kushite /,,full_page,munchkin-conan
la-la-la-i-can’t-hear-you,"La La La, I Can’t Hear You",Ничего не слышу…,full_page,apocalypse|munchkin-apocalypse
laaaaaaaaaaanes,Laaaaaaaaaaanes!,Удааааар!,full_page,armed-and-dangerous
laboratory,Laboratory,Лаборатория,full_page,the-clown-wars
lacrosse-stick,Lacrosse Stick,Сачок для лакросса,full_page,sheep-impact
laddie,Laddie,Дружок,full_page,munchkin-legends
ladies‘-knight,Ladies‘ Knight,Галатник,full_page,munchkin-knights
lady-tata,Lady Tata,Леди Тата,full_page,apocalypse|munchkin-apocalypse
ladyfingers,Ladyfingers,Дамские пальчики,full_page,munchkin-zombies
lamashtu,Lamashtu,Ламашту,full_page,munchkin-pathfinder
lame-goblin,Lame Goblin,Увечный гоблин,full_page,munchkin
lamp-that-comes-alive-early-in-the-morning,Lamp That Comes Alive Early In The Morning /,,full_page,axe-cop|munchkin-axe-cop
lampshade,Lampshade,Абажур,full_page,armed-and-dangerous
lance,Lance /,,full_page,beating-a-dead-horse
lance-0,Lance /,,full_page,munchkin-dragons
lance-a-lot,Lance-A-Lot,Валет пик,full_page,munchkin-knights
land-leviathan,Land Leviathan,Шагающий левиафан,full_page,munchkin-steampunk
land-shark,Land Shark /,,full_page,fish-ships
large-angry-chicken,Large Angry Chicken,Сердитый бройлер,full_page,munchkin
large-economy-size,Large Economy Size,Перенедоросший,full_page,cheat-with-both-hands
larp-eats-your-brain,LARP Eats Your Brain,Ролевые игры выели твой мозг,full_page,munchkin-bites
laser,Laser,Лазер,full_page,star-munchkin
laser-squid-nemesis,Laser Squid Nemesis /,,full_page,munchkin-penny-arcade|penny-arcade
lasso,Lasso /,,full_page,the-good-the-bad-and-the-munchkin
last-gal-on-earth,Last Gal on Earth,Последняя девчонка на Земле,full_page,sheep-impact
last-guy-on-earth,Last Guy on Earth,Последний парень на Земле,full_page,sheep-impact
last-of-its-race,Last Of Its Race,Последний из Своей Расы,full_page,star-munchkin
late-knight,Late Knight,Полночный некрорыцарь,full_page,munchkin-knights
laugh-at-gms-monty-python-routine,Laugh At GM's Monty Python Routine,"Посмейс над шуткой из ""Монти Пайтона""",full_page,de-ranged
laughing-gas,Laughing Gas /,,full_page,munchkin-impossible
laughing-gas-0,Laughing Gas,Веселящий газ,full_page,apocalypse|munchkin-apocalypse
launched-into-space,Launched Into Space,Запуск в космос,full_page,super-munchkin
laurel-wreath,Laurel Wreath,Лавровый венок,full_page,munchkin-legends
lawn-roller,Lawn Roller,Укатайка,full_page,unnatural-axe
lawyers,Lawyers,Адвокат,full_page,munchkin
le-rapier,Le Rapier,Ля Рапира,full_page,munchkin-booty
lead-paint,Lead Paint! /,,full_page,monster-enhancers
lead-poisoning,Lead Poisoning /,,full_page,beating-a-dead-horse
leaf-man,Leaf Man /,,full_page,axe-cop|munchkin-axe-cop
learn-from-experience,Learn From Experience /,,full_page,munchkin-impossible
learn-the-ropes,Learn the Ropes,По местам висеть! С якоря сниматься!,full_page,munchkin-booty
learn-things-man-was-not-meant-to-know,Learn Things Man Was Not Meant To Know,"Узнай то, что не полагалось знать роду людскому",full_page,munchkin-cthulhu
learn-yet-another-awful-truth,Learn Yet Another Awful Truth,Узнай ещё одну ужасную истину,full_page,munchkin-cthulhu
leather-armor,Leather Armor,Кожаный прикид,full_page,munchkin
lecture-your-party-in-awkward-repetitive-sentences-that-are-filled-with-digressions-and,"Lecture Your Party In Awkward, Repetitive Sentences That Are Filled With Digressions and Irrelevancies and Bore Everyone Like Some Repetitive Boring Thing /",,full_page,munchkin-the-guild
leech-bomb,Leech Bomb,Бомба-Пиявка,full_page,star-munchkin
left-brain-right-brain,"Left Brain, Right Brain /",,full_page,hideous-hideouts
left-hanging,Left Hanging,Подвесочка,set_listing_only,munchkin-pathfinder
leftovers,Leftovers,Ошмётки,full_page,munchkin-zombies
leg,Leg,Нога,full_page,munchkin-zombies
legendary,Legendary,Легендарный,full_page,munchkin-booty
legendary-0,Legendary,Легендарный,full_page,half-horse-will-travel
lemming-juice,Lemming Juice,Лемминад,full_page,unnatural-axe
lemming-parade,Lemming Parade,Парад леммингов,full_page,munchkin-legends
lens-flair,Lens Flair,Парализационные очки,full_page,sheep-impact
lens-of-galundari,Lens of Galundari,Линза Галундари,full_page,munchkin-pathfinder
leperchaun,Leperchaun,Лепрокон,full_page,munchkin
let-gm-show-you-his-karate-moves,Let GM Show You His Karate Moves,Зацени Кунг-Фу Мастера,full_page,munchkin-fu
lethal,Lethal /,,full_page,monster-enhancers
lethal-virus,Lethal Virus /,,full_page,munchkin-impossible
letters-of-marque,Letters of Marque /,,full_page,jump-the-shark
level-draining,Level-Draining /,,full_page,monster-enhancers
level-gaki,Level Gaki,Гаки Уровней,full_page,munchkin-fu
leveling-up-potion,Leveling-Up Potion /,,full_page,axe-cop|munchkin-axe-cop
leyden-jar,Leyden Jar,Лейденская банка,full_page,munchkin-steampunk
librarian,Librarian,Библиотекарша,full_page,armed-and-dangerous
license-to-demolish,License To Demolish,Лицензия на уничтожение,full_page,super-munchkin
licensed-to-maim,Licensed to Maim /,,full_page,munchkin-impossible
lich-king,Lich King /,,full_page,munchkin-conan
lickety-split,Lickety Split! /,,full_page,the-good-the-bad-and-the-munchkin
lighter-fluid,Lighter Fluid,Жидкость для розжига,full_page,armed-and-dangerous
lighter-of-smiting,Lighter of Smiting,Зажигалка избиения,full_page,munchkin-promo
lightless-lair-of-the-lloigor,Lightless Lair of the Lloigor /,,full_page,crazed-caverns
lightning-bug,Lightning Bug,Молнячок,full_page,de-ranged
lightning-in-a-bottle,Lightning in a Bottle,Молния в бутылке,set_listing_only,munchkin-pathfinder
lily-livered,Lily-Livered,Малодушный,full_page,munchkin-booty
lily-pollen,Lily Pollen,Пыльца лилии,set_listing_only,munchkin-pathfinder
limburger-and-anchovy-sandwich,Limburger and Anchovy Sandwich,"""Запоздалое прозрение""",full_page,munchkin
linnorm,Linnorm,Линнорм,set_listing_only,munchkin-pathfinder
lion-skin,Lion Skin,Львиная шкура,full_page,munchkin-legends
lionfish,Lionfish /,,full_page,fish-ships
liopleurodon,Liopleurodon,Лиоплевродан,full_page,munchkin-booty
liquid-blade,Liquid Blade,Жидкий клинок,full_page,munchkin-pathfinder
liquid-wench,Liquid Wench,Проточная девица,full_page,clerical-errors
literary-lass,Literary Lass,Заумная девица,full_page,super-munchkin
little-big-horn,Little Big Horn /,,full_page,the-good-the-bad-and-the-munchkin
little-bunny-fu-fu,Little Bunny Fu-Fu,,set_listing_only,monky-business
little-bunny-thulhu,Little Bunny 'Thulhu /,,full_page,munchkin-easter-eggs
little-china-in-big-trouble,Little China In Big Trouble,Большой Переполох в Маленьком Китае,full_page,munchkin-fu
little-drummer-boy,Little Drummer Boy /,,full_page,santas-revenge
little-green-man,Little Green Man,Маленький Зелененький Мужчинка,full_page,star-munchkin
liver-сasserole,Liver Сasserole,Затушенная печень,full_page,apocalypse|munchkin-apocalypse
lizard-guy,Lizard Guy,Ящерко,full_page,half-horse-will-travel
lizard-guy-hireling,Lizard Guy Hireling,Ящерко-наёмничек,full_page,half-horse-will-travel
lloyd-lloigor,Lloyd Lloigor,Ллойд Ллойгор,full_page,munchkin-cthulhu
loaded-die,Loaded Die,Читерский кубик,full_page,apocalypse|armed-and-dangerous|axe-cop|beating-a-dead-horse|call-of-cowthulhu|cheat-with-both-hands|clerical-errors|de-ranged|faun-and-games|half-horse-will-travel|jump-the-shark|monky-business|munchkin|munchkin-apocalypse|munchkin-axe-cop|munchkin-bites|munchkin-booty|munchkin-conan|munchkin-cthulhu|munchkin-fu|munchkin-impossible|munchkin-legends|munchkin-oz|munchkin-pathfinder|munchkin-steampunk|munchkin-the-nightmare-before-christmas|munchkin-zombies|myth-prints|pants-macabre|sheep-impact|star-munchkin|super-munchkin|the-clown-wars|the-good-the-bad-and-the-munchkin|the-narrow-s-cape|the-need-for-steed|the-unspeakable-vault|unnatural-axe
loan-gm-your-comics,Loan GM Your Comics,Комиксы для Мастера,full_page,star-munchkin
loan-gm-your-tapes,Loan GM Your Tapes,Музычка для Мастера,full_page,star-munchkin
lobster-mobster,Lobster Mobster,Лобстер-гангстер,full_page,munchkin-booty
locally-sourced,Locally Sourced,...местного производства,full_page,munchkin-hipsters
loch-ness-monster,Loch Ness Monster,Лох-несское чудовище,full_page,munchkin-legends
loco-weed,Loco Weed /,,full_page,the-good-the-bad-and-the-munchkin
loggoth,Loggoth,Дровогот,full_page,munchkin-cthulhu
loki,Loki,Локи,full_page,munchkin-legends
lolcatfish,LOLcatfish /,,full_page,fish-ships
long,Long,,set_listing_only,monky-business
long-bony-fingers,Long Bony Fingers,Костлявая рука голода,full_page,munchkin-zombies
long-handled-underwear,Long-Handled Underwear /,,full_page,beating-a-dead-horse
long-knight,Long Knight,Сэр Такселот,full_page,munchkin-knights
long-tung,Long Tung,Слюнь Тяй,full_page,munchkin-fu
longhorn,Longhorn /,,full_page,the-good-the-bad-and-the-munchkin
longship,Longship,Драккар,full_page,munchkin-booty
loose-screw,Loose Screw,Забитый шуруп,full_page,munchkin-steampunk
loot-army-surplus-store,Loot Army Surplus Store,Коммандо-мародёр,full_page,apocalypse|munchkin-apocalypse
loot-the-treasure-of-kuthchemes,Loot the Treasure of Kuthchemes /,,full_page,munchkin-conan
loot-your-own-temple,Loot Your Own Temple,Разграбь свой собственный храм,full_page,the-need-for-steed
lord-sterling’s-blunderbuss,Lord Sterling’s Blunderbuss,Мушкетон лорда Стерлинга,full_page,munchkin-steampunk
lord-tennis-anyone,Lord Tennis Anyone,Лорд Втеннисон,full_page,half-horse-will-travel
lord-yahoo,Lord Yahoo,Лорд Яху,full_page,clerical-errors
lose-1-big-item,Lose 1 Big Item,Потеряй большую шмотку,full_page,munchkin|munchkin-bites|pants-macabre|unnatural-axe
lose-1-level,Lose 1 Level,Потеряй уровень!,full_page,munchkin
lose-1-small-item,Lose 1 Small Item,Потеряй мелкую шмотку,full_page,munchkin|munchkin-bites|pants-macabre|unnatural-axe
lose-a-power,Lose A Power,Потеряй силу,full_page,munchkin-bites|pants-macabre
lose-a-power-0,Lose a Power /,,full_page,axe-cop|munchkin-axe-cop
lose-all-your-styles,Lose All Your Styles,Теряешь все твои Стили,full_page,munchkin-fu
lose-one-style,Lose One Style,Теряешь Один Стиль,full_page,monky-business|munchkin-fu
lose-the-armor-you-are-wearing,Lose the Armor You Are Wearing,Потеряй надетый Броник!,full_page,munchkin|munchkin-bites|munchkin-fu|pants-macabre
lose-the-footgear-you-are-wearing,Lose the Footgear You Are Wearing,Потеряй надетую Обувку!,full_page,munchkin|munchkin-bites|munchkin-fu|pants-macabre
lose-the-headgear-you-are-wearing,Lose the Headgear You Are Wearing,Потеряй надетый головняк!,full_page,munchkin|munchkin-bites|munchkin-fu|pants-macabre
lose-the-path,Lose the Path,Сбился с пути,set_listing_only,munchkin-pathfinder
lose-two-cards,Lose Two Cards,Потеряй две карты,full_page,munchkin
lose-your-class,Lose Your Class!,,set_listing_only,monky-business
lose-your-class-0,Lose Your Class,Потеряй класс!,full_page,munchkin|the-narrow-s-cape
lose-your-class-1,Lose Your Class /,,full_page,axe-cop|munchkin-axe-cop
lose-your-class-2,Lose Your Class!,Потеряй клаcc!,set_listing_only,munchkin-pathfinder
lose-your-faction,Lose Your Faction!,Потеряй фракцию!,set_listing_only,munchkin-pathfinder
lose-your-lucky-die,Lose Your Lucky Die,Потерял счастливый кубик!,full_page,de-ranged
lose-your-race,Lose Your Race,Потеряй Расу!,full_page,munchkin|munchkin-bites|pants-macabre
lost-my-dog-lost-my-horse-lost-my-woman,"Lost My Dog, Lost My Horse, Lost My Woman /",,full_page,the-good-the-bad-and-the-munchkin
lost-spanish-treasure,Lost Spanish Treasure /,,full_page,the-good-the-bad-and-the-munchkin
lost-the-manual,Lost the Manual!,Потерял мануал,full_page,munchkin-steampunk
loud-hairy-alien,Loud Hairy Alien,Громогласный Косматый Пришелец,full_page,star-munchkin
louisiana-perches,Louisiana Perches /,,full_page,jump-the-shark
